subId,lat,locationPrivate,locName,obsDt,sciName,howMany,locId,obsValid,speciesCode,obsReviewed,lng,comName
S15890991,42.5604142,False,Euchre Creek Bottomlands,2013-12-07 16:03,Calidris mauri,1,L1246057,True,wessan,False,-124.3839025,Western Sandpiper
S20321309,48.4988626,False,March Point,2013-12-07 14:20,Calidris mauri,1,L726782,True,wessan,False,-122.5581551,Western Sandpiper
S40054513,49.059,False,Blackie Spit (Incl. Dunsmuir Farm & Nicomekl estuary),2013-12-07,Calidris mauri,5,L285197,True,wessan,False,-122.879,Western Sandpiper
S18126852,31.6720835,True,Isla Montague,2013-12-07 10:45,Calidris mauri,,L2813716,True,wessan,False,-114.6869659,Western Sandpiper
S15966977,28.7914163,False,Estero Santa Cruz,2013-12-07 10:50,Calidris mauri,1345,L500723,True,wessan,True,-111.9012451,Western Sandpiper
S15905603,37.855813,False,Berkeley Aquatic Park,2013-12-08 15:30,Calidris mauri,30,L597003,True,wessan,False,-122.2977448,Western Sandpiper
S18127182,31.2715085,True,Costa Noroeste de Baja California,2013-12-08 09:15,Calidris mauri,,L2813771,True,wessan,False,-114.8778534,Western Sandpiper
S15904760,20.6724824,True,Estero Rio Ameca,2013-12-08 09:00,Calidris mauri,300,L1779408,True,wessan,False,-105.2812167,Western Sandpiper
S15918350,33.6817825,False,San Diego Creek Trail--I-405 to Barranca Pkwy,2013-12-09 15:15,Calidris mauri,,L506883,True,wessan,False,-117.8328323,Western Sandpiper
S15930733,37.695231,False,San Leandro Marina,2013-12-10 12:30,Calidris mauri,1000,L582754,True,wessan,False,-122.1906281,Western Sandpiper
S15930661,20.6724824,True,Estero Rio Ameca,2013-12-10 07:00,Calidris mauri,300,L1779408,True,wessan,False,-105.2812167,Western Sandpiper
S15938473,32.759758,True,beach ride,2013-12-11 16:08,Calidris mauri,900,L2463692,True,wessan,False,-117.254087,Western Sandpiper
S15936345,21.6070037,False,Granja de Camarón Chacalilla,2013-12-11 06:45,Calidris mauri,,L592109,True,wessan,False,-105.2806091,Western Sandpiper
S15947274,35.0124063,False,Kramer Junction--solar evaporation ponds,2013-12-12 14:06,Calidris mauri,1,L1252063,True,wessan,True,-117.5478959,Western Sandpiper
S15946598,47.0324021,False,Ocean City SP,2013-12-12 08:34,Calidris mauri,500,L869415,True,wessan,False,-124.1676092,Western Sandpiper
S17390784,28.3614916,False,Reserva Especial de La Biosfera Cajon del Diablo--Estero Tastiota,2013-12-12 10:25,Calidris mauri,237,L1482743,True,wessan,False,-111.4534142,Western Sandpiper
S15956037,33.6637274,False,"IRWD San Joaquin Marsh & Wildlife Sanctuary, Irvine",2013-12-13 16:05,Calidris mauri,4,L109339,True,wessan,False,-117.8426814,Western Sandpiper
S15955776,20.6724824,True,Estero Rio Ameca,2013-12-13 07:31,Calidris mauri,300,L1779408,True,wessan,False,-105.2812167,Western Sandpiper
S15971042,40.740336,False,Humboldt Bay--King Salmon,2013-12-14 16:30,Calidris mauri,,L271497,True,wessan,False,-124.218596,Western Sandpiper
S15973651,45.5400224,True,Bayocean Penninsula ,2013-12-14 08:15,Calidris mauri,1,L1131004,True,wessan,False,-123.9484405,Western Sandpiper
S15984239,37.8649781,True,Sea Breeze Cove mud flats,2013-12-15 15:20,Calidris mauri,129,L2469775,True,wessan,False,-122.3100936,Western Sandpiper
S51863271,43.3629632,False,Pigeon Point,2013-12-15,Calidris mauri,50,L3074601,True,wessan,True,-124.3008113,Western Sandpiper
S22188932,24.0477181,False,Sistema Lagunar Ceuta,2013-12-15 06:00,Calidris mauri,2711,L3452217,True,wessan,False,-107.0933533,Western Sandpiper
S16001078,33.4407706,False,Salton Sea--84th Ave.,2013-12-16 16:15,Calidris mauri,3,L876710,True,wessan,False,-116.0442281,Western Sandpiper
S16007766,37.8458334,False,Pt. Emery,2013-12-17 15:10,Calidris mauri,,L622485,True,wessan,False,-122.30106,Western Sandpiper
S71993888,32.0255029,False,El Indivisio (pueblo),2013-12-17 07:30,Calidris mauri,8,L1049108,True,wessan,False,-114.9830212,Western Sandpiper
S71994292,32.0244985,True,fields south of Ejido Johnson,2013-12-17 07:30,Calidris mauri,8,L5181500,True,wessan,False,-114.9562597,Western Sandpiper
S16016446,33.4449917,False,Salton Sea SRA--Salt Creek Beach,2013-12-18 15:27,Calidris mauri,15,L670711,True,wessan,False,-115.8474934,Western Sandpiper
S170436405,-3.0321231,True,Isla Puná (Punta Arena),2013-12-18 09:00,Calidris mauri,400,L30984129,True,wessan,False,-80.2325849,Western Sandpiper
S17125528,34.1226943,False,Ormond Beach--Arnold Rd.,2013-12-19 17:03,Calidris mauri,2,L1861949,True,wessan,False,-119.156529,Western Sandpiper
S16043252,31.7079954,False,Estero Punta Banda,2013-12-19 13:00,Calidris mauri,,L234679,True,wessan,False,-116.6373229,Western Sandpiper
S16054300,39.4199554,True,Casa dePatos,2013-12-20 14:00,Calidris mauri,,L2479799,True,wessan,False,-121.8852425,Western Sandpiper
S16040685,31.7775956,False,Complejo Turístico Playa Estero,2013-12-20 16:44,Calidris mauri,15,L368165,True,wessan,False,-116.6163754,Western Sandpiper
S16039578,37.5072066,True,"Skyway Road, San Carlos",2013-12-21 16:58,Calidris mauri,4,L622560,True,wessan,False,-122.2457743,Western Sandpiper
S20358173,48.4988626,False,March Point,2013-12-21 12:50,Calidris mauri,1,L726782,True,wessan,False,-122.5581551,Western Sandpiper
S16048633,32.7597508,False,San Diego River--estuary (Old Sea World Dr.),2013-12-22 16:00,Calidris mauri,12,L757716,True,wessan,False,-117.2179803,Western Sandpiper
S16064058,38.1483276,True,San Pablo NWR,2013-12-23 14:30,Calidris mauri,,L2480910,True,wessan,False,-122.3955917,Western Sandpiper
S16058283,44.7967032,False,Ankeny NWR--Eagle Marsh,2013-12-23 14:45,Calidris mauri,,L832651,True,wessan,True,-123.0813789,Western Sandpiper
S16068115,37.892331,False,Albany Mudflats,2013-12-24 16:14,Calidris mauri,20,L484238,True,wessan,False,-122.3117995,Western Sandpiper
S16068214,47.0812514,False,Billy Frank Jr. Nisqually NWR,2013-12-24 08:00,Calidris mauri,1,L282253,True,wessan,True,-122.7180576,Western Sandpiper
S16066189,49.0767445,False,Delta—Boundary Bay - 104th St.,2013-12-24 08:15,Calidris mauri,1,L340154,True,wessan,False,-122.9350166,Western Sandpiper
S16078631,33.1722397,False,Salton Sea--Obsidian Butte,2013-12-25 15:23,Calidris mauri,5,L267757,True,wessan,False,-115.6427077,Western Sandpiper
S16075821,45.553569,False,Bayocean Spit,2013-12-25 11:10,Calidris mauri,35,L2198871,True,wessan,False,-123.9435911,Western Sandpiper
S16082840,32.7514463,False,Famosa Slough,2013-12-26 16:20,Calidris mauri,,L246035,True,wessan,False,-117.2287632,Western Sandpiper
S16099437,48.2854441,False,Oak Harbor Beach Park,2013-12-26 14:00,Calidris mauri,100,L1666710,True,wessan,False,-122.6544336,Western Sandpiper
S16082559,31.715581,False,Punta Banda (pueblo) (acceso restringido),2013-12-26 14:20,Calidris mauri,1,L234680,True,wessan,False,-116.6663393,Western Sandpiper
S16101601,33.7026531,False,Bolsa Chica Ecological Reserve,2013-12-27 16:20,Calidris mauri,2500,L164929,True,wessan,False,-118.050735,Western Sandpiper
S16095874,31.715581,False,Punta Banda (pueblo) (acceso restringido),2013-12-27 16:30,Calidris mauri,5,L234680,True,wessan,False,-116.6663393,Western Sandpiper
S16108010,38.6543655,False,Farmers Central Rd.--pond at CR102,2013-12-28 16:15,Calidris mauri,5,L892337,True,wessan,False,-121.7281455,Western Sandpiper
S16105048,31.7176905,False,Estero Punta Banda--Embalse,2013-12-28 10:00,Calidris mauri,25,L619238,True,wessan,False,-116.6521454,Western Sandpiper
S16124567,35.1340046,False,Pismo Creek mouth,2013-12-29 15:40,Calidris mauri,1,L353768,True,wessan,False,-120.6392555,Western Sandpiper
S16122569,45.56952,False,Tillamook Bay--Barview Jetty,2013-12-29 10:45,Calidris mauri,1,L286501,True,wessan,False,-123.949414,Western Sandpiper
S16119138,31.715581,False,Punta Banda (pueblo) (acceso restringido),2013-12-29 13:10,Calidris mauri,3,L234680,True,wessan,False,-116.6663393,Western Sandpiper
S16287889,26.288047,True,bird island,2013-12-29 09:00,Calidris mauri,20,L2514273,True,wessan,False,-109.234726,Western Sandpiper
S16115982,21.6070037,False,Granja de Camarón Chacalilla,2013-12-29 11:30,Calidris mauri,,L592109,True,wessan,False,-105.2806091,Western Sandpiper
S16137188,34.1113782,False,Pt. Mugu Naval Air Station (restricted access),2013-12-30 16:20,Calidris mauri,200,L373997,True,wessan,False,-119.111495,Western Sandpiper
S16135886,43.71265,True,"Reedsport, Beach from Sparrow Park Rd south to N Jetty Umpqua R",2013-12-30 12:29,Calidris mauri,2,L2492998,True,wessan,True,-124.19338,Western Sandpiper
S16130099,21.5652606,False,Granja de Camarón San Blas,2013-12-30 07:45,Calidris mauri,60,L620587,True,wessan,False,-105.275414,Western Sandpiper
S16152725,33.7026531,False,Bolsa Chica Ecological Reserve,2013-12-31 16:45,Calidris mauri,10,L164929,True,wessan,False,-118.050735,Western Sandpiper
S16185399,46.3460888,True,"waPacific - Long Beach, Sid Snyder Beach",2013-12-31 13:45,Calidris mauri,500,L2501041,True,wessan,False,-124.0655351,Western Sandpiper
S16142296,31.7176905,False,Estero Punta Banda--Embalse,2013-12-31 09:30,Calidris mauri,2,L619238,True,wessan,False,-116.6521454,Western Sandpiper
S16266916,24.659093,True,nuevo altata sinaloa,2013-12-31 14:18,Calidris mauri,7,L2512004,True,wessan,False,-107.99818,Western Sandpiper
S16172874,36.8151691,False,"Moss Landing--Jetty Road, north jetty & State Beach",2014-01-01 16:20,Calidris mauri,500,L256021,True,wessan,False,-121.7900355,Western Sandpiper
S16185610,46.2824277,True,waPacific - Cape Disappointment State Park,2014-01-01 10:10,Calidris mauri,,L1146575,True,wessan,False,-124.0655136,Western Sandpiper
S16160318,31.715581,False,Punta Banda (pueblo) (acceso restringido),2014-01-01 08:15,Calidris mauri,2,L234680,True,wessan,False,-116.6663393,Western Sandpiper
S25951441,38.0578151,False,Hamilton Wetlands,2014-01-02 20:15,Calidris mauri,3150,L2837420,True,wessan,True,-122.5078261,Western Sandpiper
S16222194,47.07091,True,Ocean City,2014-01-02 14:00,Calidris mauri,48,L273818,True,wessan,False,-124.16629,Western Sandpiper
S16209753,21.56526,True,Carretera 14--Granja de Camarón Papayito,2014-01-02 11:15,Calidris mauri,120,L2420949,True,wessan,False,-105.27541,Western Sandpiper
S16326201,33.338128,True,Niland Boat ramp Campground,2014-01-03 20:21,Calidris mauri,5,L2520575,True,wessan,False,-115.667302,Western Sandpiper
S16231529,33.202348,True,Calipatria,2014-01-04 20:20,Calidris mauri,5,L2507718,True,wessan,False,-115.606061,Western Sandpiper
S16229271,21.5652606,False,Granja de Camarón San Blas,2014-01-04 16:20,Calidris mauri,,L620587,True,wessan,False,-105.275414,Western Sandpiper
S16230036,20.6723795,True,MX - mouth of Rio Amica,2014-01-04 13:00,Calidris mauri,350,L2507383,True,wessan,False,-105.2802551,Western Sandpiper
S16246603,40.864728,False,Arcata Bottoms--V St. Loop,2014-01-05 17:00,Calidris mauri,,L578591,True,wessan,False,-124.120967,Western Sandpiper
S16277669,37.8980248,False,Pt. Isabel Regional Shoreline (please do not use for areas northwest of dog park),2014-01-06 16:00,Calidris mauri,500,L507756,True,wessan,False,-122.3237228,Western Sandpiper
S16287871,37.596824,False,Eden Landing Ecological Reserve,2014-01-07 15:17,Calidris mauri,300,L457476,True,wessan,False,-122.1138096,Western Sandpiper
S16302450,43.3693999,False,Coos Bay--Lower Bay,2014-01-07 10:12,Calidris mauri,1,L798019,True,wessan,False,-124.3108821,Western Sandpiper
S16299590,33.4407706,False,Salton Sea--84th Ave.,2014-01-08 15:15,Calidris mauri,4,L876710,True,wessan,False,-116.0442281,Western Sandpiper
S16297263,48.565015,True,Bow,2014-01-08 10:46,Calidris mauri,12,L2515597,True,wessan,True,-122.421241,Western Sandpiper
S16736959,28.7914163,False,Estero Santa Cruz,2014-01-08 07:45,Calidris mauri,3437,L500723,True,wessan,True,-111.9012451,Western Sandpiper
S16313037,36.8533538,False,near Pajaro River mouth (SCZ Co.) (river mouth/lagoon not in SCZ Co.),2014-01-09 16:45,Calidris mauri,,L351475,True,wessan,False,-121.8120912,Western Sandpiper
S16312169,20.6723795,True,MX - mouth of Rio Amica,2014-01-09 12:15,Calidris mauri,300,L2507383,True,wessan,False,-105.2802551,Western Sandpiper
S16336812,33.9695101,False,Ballona Creek--lower,2014-01-10 16:07,Calidris mauri,23,L738199,True,wessan,False,-118.4419352,Western Sandpiper
S16736695,28.4610029,False,Estero Cardonal,2014-01-10 10:08,Calidris mauri,34,L1585554,True,wessan,False,-111.7038983,Western Sandpiper
S16341048,33.4449917,False,Salton Sea SRA--Salt Creek Beach,2014-01-11 15:56,Calidris mauri,6,L670711,True,wessan,False,-115.8474934,Western Sandpiper
S17791838,26.405194,True,Navopatia Field Station,2014-01-11 07:00,Calidris mauri,73,L1474484,True,wessan,False,-109.2345923,Western Sandpiper
S16337844,20.6723795,True,MX - mouth of Rio Amica,2014-01-11 13:30,Calidris mauri,250,L2507383,True,wessan,False,-105.2802551,Western Sandpiper
S16357146,38.2262552,False,Shollenberger Park,2014-01-12 16:10,Calidris mauri,2,L198798,True,wessan,False,-122.5976274,Western Sandpiper
S16366197,27.9535809,False,Empalme--Paso Elevado,2014-01-12 09:20,Calidris mauri,,L274680,True,wessan,False,-110.8359123,Western Sandpiper
S22189079,24.0477181,False,Sistema Lagunar Ceuta,2014-01-12 06:00,Calidris mauri,4516,L3452217,True,wessan,False,-107.0933533,Western Sandpiper
S16353348,20.6723795,True,MX - mouth of Rio Amica,2014-01-12 08:10,Calidris mauri,250,L2507383,True,wessan,False,-105.2802551,Western Sandpiper
S16364108,33.6965128,False,Bolsa Chica--walkbridge/inner bay,2014-01-13 16:35,Calidris mauri,20,L1165694,True,wessan,False,-118.0451372,Western Sandpiper
S16376275,33.6637274,False,"IRWD San Joaquin Marsh & Wildlife Sanctuary, Irvine",2014-01-14 16:15,Calidris mauri,,L109339,True,wessan,False,-117.8426814,Western Sandpiper
S16385654,37.8458334,False,Pt. Emery,2014-01-15 15:48,Calidris mauri,20,L622485,True,wessan,False,-122.30106,Western Sandpiper
S16382376,48.7975609,False,Lummi Flats,2014-01-15 10:39,Calidris mauri,13,L483608,True,wessan,False,-122.6498008,Western Sandpiper
S17390909,28.3614916,False,Reserva Especial de La Biosfera Cajon del Diablo--Estero Tastiota,2014-01-15 10:35,Calidris mauri,205,L1482743,True,wessan,False,-111.4534142,Western Sandpiper
S70429690,38.3273494,False,Bodega Harbor--Spud Point and marina,2014-01-16 14:00,Calidris mauri,18,L2373907,True,wessan,False,-123.0563378,Western Sandpiper
S16398587,43.1351,False,Bandon Marsh NWR,2014-01-16 14:40,Calidris mauri,21,L159572,True,wessan,True,-124.4027,Western Sandpiper
S16410506,32.7790844,False,Mission Bay--Mission Bay Resort,2014-01-17 16:55,Calidris mauri,16,L821758,True,wessan,False,-117.2102165,Western Sandpiper
S16445118,31.321115,True,Puerto Peñasco (ciudad),2014-01-17 08:00,Calidris mauri,3,L261923,True,wessan,False,-113.529178,Western Sandpiper
S16425777,35.20622,True,US-CA-Kern--Hwy 223 e of I5 wetland,2014-01-18 17:15,Calidris mauri,1,L2569427,True,wessan,False,-119.124338,Western Sandpiper
S16439308,35.152019,True,US-CA-Kern--Buena Vista Lakebed--South Lake Rd ski camp,2014-01-19 16:13,Calidris mauri,1,L2571784,True,wessan,False,-119.225613,Western Sandpiper
S16455595,27.8761681,False,Bahía Guásimas,2014-01-19 07:50,Calidris mauri,,L221552,True,wessan,False,-110.5729294,Western Sandpiper
S16453744,36.8151691,False,"Moss Landing--Jetty Road, north jetty & State Beach",2014-01-20 16:00,Calidris mauri,3,L256021,True,wessan,False,-121.7900355,Western Sandpiper
S16528933,35.1209967,True,"Pismo Beach, CA",2014-01-21 16:30,Calidris mauri,50,L2585746,True,wessan,False,-120.6350648,Western Sandpiper
S16485269,37.8054779,False,Middle Harbor Shoreline Park,2014-01-22 16:00,Calidris mauri,50,L774817,True,wessan,False,-122.3259401,Western Sandpiper
S16487847,46.7141351,True,Tokeland Links,2014-01-22 15:05,Calidris mauri,15,L2579227,True,wessan,False,-123.9912808,Western Sandpiper
S16489893,33.7026531,False,Bolsa Chica Ecological Reserve,2014-01-23 15:45,Calidris mauri,,L164929,True,wessan,False,-118.050735,Western Sandpiper
S16491154,43.391473,True,US_OR_Coos_mill cassino s beach,2014-01-23 13:00,Calidris mauri,,L2579785,True,wessan,False,-124.218885,Western Sandpiper
S16737025,28.7914163,False,Estero Santa Cruz,2014-01-23 15:40,Calidris mauri,500,L500723,True,wessan,False,-111.9012451,Western Sandpiper
S16499641,37.7215595,True,herons head,2014-01-24 16:00,Calidris mauri,200,L2525490,True,wessan,True,-122.3849487,Western Sandpiper
S17609966,46.2302,False,Fort Stevens SP,2014-01-24 11:30,Calidris mauri,2,L163490,True,wessan,False,-124.003624,Western Sandpiper
S16514903,40.857361,False,Arcata Marsh and Wildlife Sanctuary,2014-01-25 17:00,Calidris mauri,,L189487,True,wessan,False,-124.094612,Western Sandpiper
S16509874,48.1666667,False,Crockett Lake,2014-01-25 14:30,Calidris mauri,4,L109534,True,wessan,False,-122.65,Western Sandpiper
S16510115,28.7914163,False,Estero Santa Cruz,2014-01-25 07:50,Calidris mauri,30,L500723,True,wessan,False,-111.9012451,Western Sandpiper
S16528384,34.4136013,False,Coal Oil Point Reserve--Devereux Slough,2014-01-26 17:15,Calidris mauri,15,L615794,True,wessan,True,-119.8756027,Western Sandpiper
S16528989,27.9618001,False,Estero El Soldado,2014-01-26 10:00,Calidris mauri,,L389236,True,wessan,False,-110.9743166,Western Sandpiper
S16539878,36.8404781,False,Elkhorn Slough--Estrada & North marsh and/or Kirby Park,2014-01-27 14:00,Calidris mauri,5,L802931,True,wessan,False,-121.7424688,Western Sandpiper
S33489363,33.1965376,False,Salton Sea--Red Hill area,2014-01-28 15:45,Calidris mauri,,L225954,True,wessan,False,-115.6128216,Western Sandpiper
S16553594,31.7154637,True,Ensenada - Estero road,2014-01-28 10:00,Calidris mauri,16,L500380,True,wessan,False,-116.6506004,Western Sandpiper
S17391023,28.3614916,False,Reserva Especial de La Biosfera Cajon del Diablo--Estero Tastiota,2014-01-28 10:30,Calidris mauri,190,L1482743,True,wessan,False,-111.4534142,Western Sandpiper
S16721195,32.778342,True,Fiesta Island area,2014-01-29 17:09,Calidris mauri,30,L372574,True,wessan,False,-117.2198569,Western Sandpiper
S16730438,43.1351,False,Bandon Marsh NWR,2014-01-29 13:10,Calidris mauri,,L159572,True,wessan,False,-124.4027,Western Sandpiper
S16736786,28.4610029,False,Estero Cardonal,2014-01-29 09:40,Calidris mauri,44,L1585554,True,wessan,False,-111.7038983,Western Sandpiper
S16735296,40.857361,False,Arcata Marsh and Wildlife Sanctuary,2014-01-30 14:24,Calidris mauri,,L189487,True,wessan,False,-124.094612,Western Sandpiper
S16731432,30.6849425,True,BCN - E Laguna Figueroa,2014-01-30 13:00,Calidris mauri,20,L622192,True,wessan,False,-116.0159683,Western Sandpiper
